Category,message,Mensagem
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),"No corredor da sala de aula, um rapaz perguntou a uma rapariga: ""Diga-me o termo inicial para esta resposta. Posso então resolver sozinho."" Depois de muita hesitação e de olhar em volta em silêncio, ela disse: ""O! intha ponnungale ipaditan;)"""
ham,Do you know when the result.,Você sabe quando sai o resultado?
spam,#ERROR!,#ERROR!
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT","Bela verdade contra a gravidade... Leia com atenção: ""Nosso coração se sente leve quando alguém está dentro dele... Mas se sente muito pesado quando alguém o deixa..."" BOA NOITE"
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","Desculpe, estou me levantando agora, me sinto muito mal - totalmente rejeitada, esse tipo de coisa."
ham,You do got a shitload of diamonds though,"Você tem uma tonelada de diamantes, no entanto."
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,"Tessy, por favor, me faça um favor. Por favor, transmita meus votos de aniversário para a Nimya. Por favor, não se esqueça. Hoje é o aniversário dela, Shijas."
ham,Well I'm going to be an aunty!,"Bem, eu vou ser tia!"
ham,Mine here like all fr china then so noisy.,"O meu aqui, como todos os da China, é muito barulhento."
ham,Later i guess. I needa do mcat study too.,"Mais tarde, eu acho. Eu também preciso estudar para o MCAT."
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),"S...pelo manual de treinamento, não há nenhum processo técnico :)é tudo sobre redefinição de senha e solução de problemas :)"
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,"Seu voucher B4U da semana de 27/03 é MARSMS. Acesse www.B4Utele.com para obter o crédito de desconto. Para cancelar, responda com ""stop"". Atendimento ao cliente: 08717168528"
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.","Conversei com o tio John hoje. Ele acredita firmemente que você precisa se sacrificar para me manter aqui. Ele vai te ligar. Quando ele ligar, imploro que você apenas o ouça. Não faça promessas nem deixe claro que as coisas não estão fáceis. E preciso que você nos deixe resolver as coisas. Enquanto eu continuar esperando ajuda, minha criatividade será sufocada, então, por favor, apenas o mantenha satisfeito, sem promessas da sua parte."
ham,If he started searching he will get job in few days.he have great potential and talent.,"Se ele começasse a procurar emprego, conseguiria em poucos dias. Ele tem grande potencial e talento."
ham,"Carlos took a while (again), we leave in a minute","Carlos demorou um pouco (de novo), vamos sair em um minuto."
ham,Well done and ! luv ya all,Muito bem e amo vocês todos!
ham,Then why you came to hostel.,Então por que você veio para o albergue?
ham,K still are you loving me.,Você ainda me ama?
ham,But i juz remembered i gotta bathe my dog today..,Mas acabei de me lembrar que preciso dar banho no meu cachorro hoje...
ham,After the drug she will be able to eat.,"Após tomar o remédio, ela poderá comer."
ham,Alright took the morphine. Back in yo.,"Certo, tomei a morfina. Voltei para dentro."
ham,You see the requirements please,"Veja os requisitos, por favor."
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,"Você se mantém longe de problemas, estranho!! Vi o Dave outro dia, ele está bem agora! Ainda está comigo, cara? Quando você vai arranjar uma namorada, Sr.? Sua mãe ainda acha que vamos ficar juntos!"
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,"Mensagem gratuita: Oi - Sou a Buffy. 25 anos e adoro satisfazer homens. Sozinha em casa, com tesão. Responda para ver minhas fotos! QlynnBV Help08700621170150p uma mensagem. Envie ""stop"" para interromper as mensagens."
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","Férias ensolaradas. Para solicitar suas férias, envie um envelope selado e autoendereçado para Drinks on Us UK, PO Box 113, Bray, Wicklow, Irlanda. O quiz começa no sábado! Cancelar inscrição"
ham,So can collect ur laptop?,"Então, posso buscar seu laptop?"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.","Ok. Podemos ir mais tarde, por volta das 8h ou 8h30, se você quiser, e podemos tomar um drinque antes. Preferiria não gastar dinheiro com comida, se não se importar, já que farei isso na semana que vem."
ham,I will once i get home,Farei isso assim que chegar em casa.
ham,Waaaat?? Lololo ok next time then!,"O quê?? Kkkkkk, ok, da próxima vez então!"
ham,"The table's occupied, I'm waiting by the tree","A mesa está ocupada, estou esperando perto da árvore."
ham,I surely dont forgot to come:)i will always be in touch in with you:-),Com certeza não me esqueci de vir :) Estarei sempre em contato com você :-)
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,"Olá, por favor, devolvam-nos os documentos que submetemos ao empréstimo da STAPATI."
ham,I dont have i shall buy one dear,"Eu não tenho, vou comprar um, querida."
ham,Oh god i am happy to see your message after 3 days,"Nossa, que alegria ver sua mensagem depois de 3 dias!"
ham,What year. And how many miles.,Em que ano? E quantas milhas?
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,"Oi, gatinha. Como vai? Aqui no País de Gales é mais ou menos tranquilo. Tem umas ladeiras e tal, mas ainda não me matei."
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","A triste história de um homem: Semana passada foi meu aniversário. Minha esposa não me deu parabéns. Meus pais esqueceram, assim como meus filhos. Fui trabalhar. Nem meus colegas me deram parabéns. Quando entrei na minha sala, minha assistente disse: ""Feliz aniversário, chefe!"". Me senti especial. Ela me chamou para almoçar. Depois do almoço, ela me convidou para o apartamento dela. Fomos para lá. Ela disse: ""Você se importa se eu for ao quarto por um minuto?"". ""Claro"", eu disse, num clima sensual. Ela voltou 5 minutos depois com um bolo... e minha esposa, meus pais, meus filhos, meus amigos e meus colegas. Todos gritando... SURPRESA!! E eu esperando no sofá... ... ..... NU...!"
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,Acho que você deveria optar pela honestidade. Ligue para o banco amanhã. São as decisões difíceis que nos tornam pessoas melhores.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,"GRÁTIS na primeira semana! Toque Nokia nº 1 para o seu celular toda semana, basta enviar NOKIA para 87077. Comece a enviar mensagens e conte para seus amigos. zed POBox 36504 W45WQ norm150p/toque 16+"
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,"Não. Não é especialização. Dá para trabalhar, mas é trabalho escravo. Vou procurar emprego este mês, porque não quero me exibir como mendigo."
ham,Is she replying. Has boye changed his phone number,Ela está respondendo? Boye mudou o número de telefone?
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1) Vá para escrever mensagem. 2) Ative o modo Dicionário. 3) Cubra a tela com a mão. 4) Pressione <#>. 5) Retire a mão com cuidado. É interessante... :)
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,"Oi meu amor, estou a caminho de Londres e acabamos de ser atingidos por outro motorista! O carro ficou com um amassado enorme! Estou com muita saudade de você, o que você tem feito? xxx"
ham,"Nothing really, just making sure everybody's up to speed","Nada demais, só queria garantir que todos estivessem a par da situação."
ham,I'm not coming home 4 dinner.,Não vou voltar para casa para jantar.
ham,"Thank you. And by the way, I just lost.","Obrigado. E, aliás, acabei de perder."
ham,Yes.he have good crickiting mind,"Sim, ele tem uma boa mente para o críquete."
ham,Thx. All will be well in a few months,Obrigado. Tudo ficará bem em alguns meses.
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Compre até cansar! É você? Ganhe 10 mil, 5 mil, 500 libras em dinheiro ou um voucher de viagem de 100 libras. Ligue agora: 09064011000. NTT PO Box CR01327BT. Telefone fixo: 150 pence por minuto. Celular: preço variável."
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO","Posso subir agora na cidade? Não importa se você for sair mais tarde, eu só preciso muito do 2DoC. Por favor, não ignore minhas ligações, você sabe que o CD é importante. Para amanhã."
ham,I wont. So wat's wit the guys,"Eu não vou. Então, qual é a desses caras?"
ham,Yavnt tried yet and never played original either,Nunca experimentei e nunca joguei o original.
ham,"Hiya, had a good day? Have you spoken to since the weekend?","Oi, teve um bom dia? Vocês conversaram desde o fim de semana?"
ham,See? I thought it all through,Viu? Eu pensei em tudo isso.
ham,I'm at work. Please call,"Estou no trabalho. Por favor, ligue."
ham,get ready to moan and scream :),Prepare-se para gemer e gritar :)
ham,Oh k :)why you got job then whats up?,"Ah, ok :) Então por que você conseguiu um emprego? O que está acontecendo?"
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",Acho que não. Você não precisa sair tão tarde em uma noite de aula. PRINCIPALMENTE quando a única aula que você tem é aquela que você perdeu na quarta-feira passada e provavelmente tirou nota baixa na prova de sexta.
ham,And popping &lt;#&gt; ibuprofens was no help.,E tomar ibuprofeno não ajudou em nada.
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea","Meu bem! Como foi o seu dia? O que você está fazendo? Onde você está? Tomo um gole do meu cappuccino e penso em você, meu amor... Mando um beijo para você do outro lado do mar."
ham,Ok.,OK.
ham,PS U no ur a grown up now right?,"PS: Você já é adulto, né?"
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","Chinatown tem mingau, arroz de panela de barro, bolo de inhame, macarrão com cabeça de peixe... Ou comemos barato e depois vamos ao Cafe n Tok, ou vamos ao NYDC ou algo assim..."
ham,I know a few people I can hit up and fuck to the yes,Conheço algumas pessoas que posso contatar e transar até o fim.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,A pureza da amizade entre duas pessoas não se resume a sorrir depois de ler uma mensagem encaminhada... Trata-se de sorrir apenas ao ver o nome. Boa noite.
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,"Então, tem alguma coisa específica que eu deva fazer em relação ao Jaklin ou algo assim? Porque eu não faço a mínima ideia do que está acontecendo."
ham,Oh god. I'm gonna Google nearby cliffs now.,Meu Deus. Vou pesquisar penhascos por perto agora mesmo no Google.
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,"Celulares com câmera GRÁTIS com aluguel de linha a partir de £4,49/mês com 750 minutos para ligações internacionais. Pacotes de SMS com 50% de desconto também disponíveis. Ligue para 08001950382 ou ligue para call2optout/J MF"
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,"Sim, devo ter umas 10 páginas se eu adicionar as figuras... Quantas páginas vocês têm, no total?"
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.","Ah, esqueci! Vou começar a fazer dança do ventre em Moseley na quarta-feira, às 18h30. Se quiser, pode ir comigo! Eles também têm um café lá."
ham,Thankyou so much for the call. I appreciate your care.,Muito obrigada pela ligação. Agradeço sua atenção.
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,Parabéns! Tratamento pendente. Não acesso meu e-mail há dois dias. Enviarei um e-mail assim que estiver pronto. Respeite sua mãe em casa. Verifique seus e-mails.
ham,I called but no one pick up e phone. I ask both of them already they said ok.,"Liguei, mas ninguém atendeu. Já perguntei para os dois e eles disseram que sim."
ham,Hi my email address has changed now it is,"Olá, meu endereço de e-mail mudou. Agora é"
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance","V-aluável. A-fetuoso. A-m-ovelável. E-terno. N-obre. T-ruthful. I-ntimate. N-atural. E-namous. Feliz ""DIA DOS NAMORADOS"" antecipadamente."
ham,"Not much, just some textin'. How bout you?","Nada demais, só umas mensagens de texto. E você?"
ham,Bring it if you got it,Traga se você tiver.
ham,I'm in a movie. Call me 4 wat?,Estou num filme. Me liga pra quê?
ham,Not sure I have the stomach for it ...,Não sei se tenho estômago para isso...
ham,Haha... can... But i'm having dinner with my cousin...,Haha... posso... Mas vou jantar com meu primo...
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""","Um menino chegou atrasado em casa. Seu pai: ""O PODER DA AMIZADE"""
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)","(E meu amigo Carlos com certeza vai aparecer aqui em casa hoje à noite, sem desculpas)"
ham,soon you will have the real thing princess! Do i make you wet? :),Em breve você terá a verdadeira princesa! Eu te excito? :)
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,"Raji, por favor, me faça um favor. Por favor, transmita meus parabéns de aniversário para a Nimya. Por favor. Hoje é o aniversário dela."
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?","Haha, minhas pernas e pescoço estão me matando e meus amigos querem terminar a noite com uma fogueira, será que eu consigo dar uma passada aí daqui a uma hora?"
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","URGENTE! Seu número de celular 07xxxxxxxxx ganhou um prêmio bônus de £2.000 em 02/06/03! Esta é a segunda tentativa de contato! Ligue para 09066362231 o mais rápido possível! Caixa Postal 97N7QP, 150PPM"
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,"Geralmente, o corpo se encarrega de lidar com isso, impedindo que a situação piore. Podemos continuar essa conversa no sábado, por favor?"
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","URGENTE!! Suas férias de 4 estrelas na Costa Del Sol ou £5000 aguardam retirada. Ligue agora para 09050090044 para reivindicar. Envie um envelope selado e endereçado para correspondência, comprovante de pagamento, para a Caixa Postal 334, Stockport, SK38xh. Custo: £1,50/minuto. Máximo de 10 minutos."
ham,"Hmm well, night night","Hum, bem, boa noite."
ham,Just wanted to say holy shit you guys weren't kidding about this bud,"Só queria dizer que, caramba, vocês não estavam brincando sobre isso, amigo."
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!","Estou me aventurando um pouco na arte das minhas colagens ultimamente, ou pelo menos tentando! Tenho um assado daqui a pouco, que delícia, vou aproveitar!"
ham,"This is one of the days you have a billion classes, right?","Hoje é um daqueles dias em que você tem um bilhão de aulas, né?"
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.","Bom dia, hoje estou com 2 horas de atraso devido a dores nas costas."
ham,Ok then i'll let him noe later n ask him call u tmr...,"Ok, então eu aviso ele mais tarde e peço para ele te ligar amanhã..."
ham,Prabha..i'm soryda..realy..frm heart i'm sory,"Prabha... eu sinto muito... de verdade... do fundo do meu coração, eu sinto muito."
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,"Ok, estou andando por aí agora... Quer que eu compre alguma coisa para sua casa?"
ham,* Will have two more cartons off u and is very pleased with shelves,* Vou comprar mais duas caixas e estou muito satisfeito com as prateleiras.
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,"Foi um prazer conversar com você! Por favor, não se esqueça das minhas fotos :) Quero ver todos vocês..."
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,"Você GANHOU um prêmio garantido de £1000 em dinheiro ou um prêmio de £2000. Para reivindicar seu prêmio, ligue para nossa central de atendimento ao cliente no número 08714712379, das 10h às 19h. Custo: 10 centavos."
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,"Mas é muito engraçado, né... Então você deveria ter corrido uma distância menor, né..."
ham,I notice you like looking in the shit mirror youre turning into a right freak,"Percebo que você gosta de se olhar no espelho da merda, você está se tornando um verdadeiro maluco."
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,Que ótimo! Eu estava ficando preocupada com você. Saiba que uma pessoa maravilhosa e carinhosa como você só terá o melhor na vida. Saiba que você é incrível e que o amor de Deus é seu.
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120","Obrigado pelo seu pedido de toque, número de referência K718. Será cobrado £4,50 no seu telemóvel. Caso o seu toque não chegue, por favor contacte o serviço de apoio ao cliente através do número 09065069120."
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...","Prefiro meus dias de folga... Terça, quarta, sexta também pode... Pergunte a quem trabalha..."
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,"E aí, Jod, como estão os estudos? A Keris tá meio puxada. Enfim, quer vir aqui depois da faculdade? xx"
ham,If you have belive me. Come to my home.,"Se você acredita em mim, venha à minha casa."
ham,Oh k.k..where did you take test?,"Oh, ok... onde você fez o teste?"
ham,Those were my exact intentions,Essas eram exatamente as minhas intenções.
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,"Haha, mas sem dinheiro... Depois tenho que ir para as aulas particulares... Haha, e estou procurando vagas para aulas de direção."
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...","Ei... Acho que vamos seguir o que combinamos ontem, exceto que não teremos aula no domingo... Porque não teremos muita aula se formos no sábado..."
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)","K, quando estiver livre, venha à minha casa e diga ao Vikky que também enviei um e-mail para ele. Melhor vir à noite, estarei livre hoje depois das 18h. :-)"
ham,Nothing just getting msgs by dis name wit different no's..,"Nada, só estou recebendo mensagens com esse nome e números diferentes..."
ham,Good Morning plz call me sir,"Bom dia, por favor, me ligue, senhor."
ham,What's your room number again? Wanna make sure I'm knocking on the right door,Qual é o número do seu quarto mesmo? Quero ter certeza de que estou batendo na porta certa.
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx","Sim, como não?! Ouvi o álbum Plaid - muito bom - e o novo Air 1, que é hilário - também comprei Braindance, uma coletânea de músicas do selo do Aphex Twin, você tem que ouvir! Até mais!"
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,"Por favor, avise ao Nelson que as BBs não vão mais chegar. O dinheiro que eu esperava não vai chegar."
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.","Dê algo para ela beber; se ela aceitar e não vomitar, a temperatura dela pode baixar. Se ela vomitar, me avise."
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,"Acho que você enviou a mensagem para o telefone fixo. Ele não exibe mensagens de texto. Se ainda assim quiser enviar, o número dele é"
ham,Every day i use to sleep after  &lt;#&gt;  so only.,Todos os dias eu costumava dormir depois de &lt;#&gt; então apenas.
ham,K I'll call you when I'm close,"Ok, eu te ligo quando estiver perto."
ham,U buy newspapers already?,Você já compra jornais?
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,"Não, com a minha irmã... Depois de dar banho no meu cachorro, aí sim eu posso tomar banho... Parece que vai chover em breve."
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,"Buááá, estou a caminho da casa da minha mãe. Ela está fazendo sopa de tortilla. Hummm..."
ham,No management puzzeles.,Sem complicações de gestão.
ham,How did you find out in a way that didn't include all of these details,Como você descobriu isso sem incluir todos esses detalhes?
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Oi, querida, você se esqueceu de mim? Golpistas estão ficando espertos... Embora este seja um número normal da Vodafone, se você responder, receberá mais mensagens/assinaturas premium. Outros números também são usados. Cuidado!"
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,"De volta ao trabalho amanhã, férias escolares acabaram! Podemos nos encontrar hoje à noite para um pouco de paixão antes de eu ter que voltar? Converse AGORA 09099726481. Beijos, Dena. Ligações £1/min. MobsmoreLKPOBOX177HP51FL"
ham,will you like to be spoiled? :),Você gostaria de ser mimado(a)? :)
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154","Obrigado pelo seu pedido de toque, número de referência R836. Será cobrado £4,50 no seu telemóvel. Caso o seu toque não chegue, por favor contacte o serviço de apoio ao cliente através do número 09065069154."
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,"Estou recebendo ameaças do seu executivo de vendas, Shifad, depois que registrei uma reclamação contra ele. Esta é uma mensagem oficial."
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,Espero que tenha corrido tudo bem no consultório médico ;) Isso me lembra que ainda preciso ir. Você viu a coisinha que deixei na sala?
ham,Den wat will e schedule b lk on sun?,Den wat e schedule b lk on sun?
ham,Lol enjoy role playing much?,"Haha, você curte muito RPG?"
ham,Ok. Me watching tv too.,Ok. Eu também estou assistindo TV.
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams","Eu simplesmente amo essa frase: ""Me machuque com a verdade, eu não me importo, eu tolerarei. Porque você é alguém importante para mim... Mas nunca me console com uma mentira."" Boa noite e bons sonhos."
ham,"Just checked out, heading out to drop off my stuff now",Acabei de finalizar a compra e agora vou deixar minhas coisas.
ham,Here got lots of hair dresser fr china.,Aqui tem muitos cabeleireiros da China.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,"Triste história de um homem - Semana passada foi meu aniversário. Minha esposa não me deu parabéns. Meus pais esqueceram, assim como meus filhos. Fui trabalhar. Nem mesmo meus colegas me deram parabéns."
ham,Ill call you evening ill some ideas.,Te ligo à noite para ter algumas ideias.
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SplashMobile: Escolha entre milhares de ótimos tons toda semana! Este é um serviço de assinatura com tons semanais custando 300 centavos. Você tem um crédito - relaxe e APROVEITE!
ham,Did you show him and wot did he say or could u not c him 4 dust?,Você mostrou a ele? O que ele disse? Ou você não conseguiu vê-lo nem por um instante?
ham,It should take about  &lt;#&gt;  min,Deverá demorar cerca de <#> min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,"Faz tempo que não tenho notícias suas. Ligue para a linha privada de bate-papo grosseiro 01223585334 para gozar. Quero ver fotos minhas sendo fodida, então mande PIX para 8552. Para finalizar, envie STOP para 8552 SAM xxx"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,"Ok... agora estou no ônibus. Se eu chegar logo, chego; caso contrário, amanhã."
ham,I cant pick the phone right now. Pls send a message,"Não posso atender o telefone agora. Por favor, envie uma mensagem."
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,<Encaminhado de 88877>Entrada GRATUITA no nosso sorteio semanal de £250! Basta enviar a palavra ENTER para 88877 AGORA. 18 Termos e Condições www.textcomp.com
ham,Finish liao... U?,Termine liao... U?
spam,88066 FROM 88066 LOST 3POUND HELP,"88066 DE 88066 PERDEU 1,36 KG AJUDA"
ham,Haha i think i did too,"Haha, acho que eu também fiz isso."
ham,U know we watchin at lido?,Você sabe que estamos assistindo no Lido?
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,"Passar a vida inteira com alguém pode não ter significado, mas alguns momentos com alguém que realmente te ama valem mais do que a própria vida."
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?","Haha, que ótimo! Já fui ao 4u algumas vezes. Quem mais vai?"
ham,Cold. Dont be sad dear,"Frio. Não fique triste, querida."
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,"Será que eu conseguiria dar uma passada aí daqui a uma hora, mais ou menos? Meu colega de quarto está querendo comprar coisas para uma viagem."
ham,Is that on the telly? No its Brdget Jones!,"Está passando na TV? Não, é o Bridget Jones!"
ham,Love you aathi..love u lot..,"Te amo, Aathi... te amo muito..."
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,"Olá! Como você está? Estou entediado(a). Nunca pensei que ficaria entediado(a) com a TV, mas estou. Me conte se aconteceu algo emocionante por lá? Qualquer coisa! =/"
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,Hum... Más notícias... O estúdio de $700 no Hype Park Plaza já foi alugado... Só sobrou um apartamento de 2 quartos por $900...
ham,"Sorry, I'll call later in meeting","Desculpe, ligo mais tarde na reunião."
ham,R ü comin back for dinner?,Você vai voltar para jantar?
ham,"I hav almost reached. Call, i m unable to connect u.","Eu quase consegui. Liguei, mas não consigo conectar você."
ham,Whom you waited for yesterday,A quem você esperou ontem
ham,I reach home safe n sound liao...,Cheguei em casa são e salvo...
ham,"Velly good, yes please!","Muito bom, sim, por favor!"
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do","Olá, o fim de semana foi bom, mas a viagem foi terrível. A semana não foi boa porque tenho uma enorme quantidade de trabalhos atrasados ​​para corrigir."
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,"Recebi mais duas cartas de você. Vou copiá-las para você, pois uma delas contém uma mensagem. Até breve!"
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,"O Alex conhece um cara que vende caixas de som de médio porte, mas ele fica no sul de Tampa e acho que eu não conseguiria agendar a compra antes das 8h."
ham,Dont you have message offer,Você não tem uma oferta de mensagem?
